experiment_id,id,divided_once_experiment_finished,filamented_id,over_ds_red_id,divided_id,survived,antibiotic_start_time,antibiotic_end_time,filamentation_threshold,time_first,time_sos,time_last,length_first,length_sos,length_last,gfp_first,gfp_sos,gfp_last,ds_red_first,ds_red_sos,ds_red_last,n_divisions,time_since_last_division_to_experiment_start,lived_time,dead_or_missing_at_time
Chromosome,xy01_6_10.021-34.020,TRUE,TRUE,FALSE,TRUE,TRUE,60,100,38.2299101979529,0,30,110,27.573211135992835,44.49520132701113,56.12360903443761,0.9787863748927244,0.9786552845056764,0.9754353768738139,0.0036891039702518637,-4.813916900162621e-4,-0.0027872540624937275,2,NA,110,NA
Chromosome,xy01_7_10.022-34.041,TRUE,TRUE,TRUE,TRUE,TRUE,60,100,38.2299101979529,0,10,110,37.7166995117608,40.552871543562745,53.753059497279416,0.9779998325704372,0.9795811103642019,0.9877005212119777,0.003448614851225237,0.003809326845110526,-0.0014291269525921017,2,NA,110,NA
Chromosome,xy01_8_10.018-33.045,TRUE,TRUE,FALSE,TRUE,TRUE,60,100,38.2299101979529,0,20,110,28.680722553948257,38.661447843197585,62.53615662906121,0.9827764385484931,0.9871515802162149,0.9809165936822518,0.002717542872855983,-6.764402437923822e-4,-0.0018382313915023625,2,10,110,NA
Chromosome,xy01_8_12.019-25.014,FALSE,TRUE,FALSE,TRUE,TRUE,60,100,38.2299101979529,20,20,110,38.661447843197585,38.661447843197585,65.90264935585486,0.9871515802162149,0.9871515802162149,0.9838743205400187,-6.764402437923822e-4,-6.764402437923822e-4,-0.0029082726669244076,3,0,90,NA
Chromosome,xy01_9_10.025-29.034,TRUE,TRUE,TRUE,TRUE,TRUE,60,100,38.2299101979529,0,20,110,31.267406775583787,38.24443421089226,75.40052000782623,0.9718877432743316,0.970658770895758,0.9954020814510386,0.004484156198987518,0.0012259801151435683,0.0057770767167327625,2,0,110,NA
Chromosome,xy04_1_10.084-34.000,TRUE,TRUE,TRUE,TRUE,TRUE,60,100,38.2299101979529,0,90,110,21.097728107613513,41.86707355742682,42.33587389996613,0.9912973137066029,1.0349094468475823,1.0325662061791023,0.006413687386237957,0.3557718280593704,0.0020044643345488032,3,10,110,NA
Chromosome,xy04_1_15.057-32.028,TRUE,TRUE,TRUE,TRUE,TRUE,60,100,38.2299101979529,50,90,110,23.87909627058646,50.98747082024665,47.50148204673652,1.0111657004935417,1.0394894172450664,1.0383096037616357,-0.002321934332917312,0.3335373644955859,0.00881807724486456,1,10,60,NA
Chromosome,xy04_10_10.142-34.028,TRUE,TRUE,FALSE,TRUE,TRUE,60,100,38.2299101979529,0,70,110,31.075673020852392,39.32231995322999,34.41006929243637,1.0087733009299185,1.059890358729387,1.0508533151722763,0.0010312643300324279,0.20395110173434225,0.001003444694004213,1,60,110,NA
Chromosome,xy04_100_10.292-21.164,FALSE,TRUE,TRUE,TRUE,FALSE,60,100,38.2299101979529,0,100,70,23.209793015232012,38.39744698248004,20.862758084275196,1.0229146764327046,1.3332711677684743,1.2016072602772965,-0.0019963393051327448,0.42296197692164916,0.4177123969950454,2,30,70,80
Chromosome,xy04_101_10.035-20.001,FALSE,TRUE,TRUE,TRUE,FALSE,60,100,38.2299101979529,0,80,70,25.508267392502542,54.98149567825269,27.368206275419436,0.9884051320423599,1.024373056988612,1.0292643670553345,-3.9781109738122865e-4,0.3958094257376848,0.3409775151554866,2,0,70,80
Chromosome,xy04_101_12.029-17.010,FALSE,FALSE,TRUE,TRUE,FALSE,60,100,38.2299101979529,20,NA,70,24.55382512739501,NA,33.08201006748409,0.9972946989140418,NA,1.016515826914932,-0.0012153434958289547,NA,0.3123539190366972,1,40,50,80
Chromosome,xy04_102_10.043-20.020,FALSE,TRUE,TRUE,TRUE,FALSE,60,100,38.2299101979529,0,0,70,44.42981445729137,44.42981445729137,24.294254218083505,1.0083390640228225,1.0083390640228225,1.0476907595847471,0.0019952002287897085,0.0019952002287897085,0.32060640947440117,1,60,70,80
Chromosome,xy04_103_10.062-20.033,FALSE,TRUE,FALSE,TRUE,FALSE,60,100,38.2299101979529,0,90,100,26.50124685177018,42.09562571214832,59.29457432177355,1.007929406563298,1.086747501775814,1.0708773717938345,0.0032265735506312966,0.26618283862741243,0.2813886603774903,2,0,100,110
Chromosome,xy04_103_12.068-18.056,FALSE,FALSE,FALSE,TRUE,FALSE,60,100,38.2299101979529,20,NA,80,28.265577383100677,NA,25.196028832420563,1.0170483816123137,NA,1.0388257721606367,-1.5639528533022148e-4,NA,0.28914907673539914,1,40,60,90
Chromosome,xy04_104_10.104-20.047,FALSE,FALSE,TRUE,TRUE,FALSE,60,100,38.2299101979529,0,NA,100,24.056031229592833,NA,36.600456082465726,0.9958363183581345,NA,1.1490564013694924,0.0022916090528275683,NA,0.3933256984965427,4,0,100,110
Chromosome,xy04_104_13.116-20.063,FALSE,FALSE,FALSE,TRUE,FALSE,60,100,38.2299101979529,30,NA,100,29.02456969980441,NA,30.321429590248215,1.0175645500113146,NA,1.085330086965859,0.0016431005994897014,NA,0.22955539403765682,1,30,70,110
Chromosome,xy04_105_10.128-20.058,TRUE,TRUE,FALSE,TRUE,FALSE,60,100,38.2299101979529,0,90,100,25.63058729935363,41.96695006181603,37.17940809213374,0.9983761946071865,1.1036090028098429,1.1002907773876942,0.00267125450557731,0.24097847200363606,0.24815269313412358,4,10,100,110
Chromosome,xy04_106_10.143-20.067,TRUE,FALSE,FALSE,TRUE,FALSE,60,100,38.2299101979529,0,NA,100,27.85613284785373,NA,37.02552020581991,0.99492687879799,NA,1.0599313244753394,0.0025879300447078225,NA,0.2767751311368656,4,10,100,110
Chromosome,xy04_106_12.145-20.079,FALSE,TRUE,FALSE,TRUE,FALSE,60,100,38.2299101979529,20,70,100,23.13361540986607,46.36079164377857,32.1121809412874,1.0132221809403548,1.0708773717938345,1.074916594344746,2.2418050257640927e-4,0.22677716292851935,0.23182544218228646,1,40,80,110
Chromosome,xy04_107_10.169-20.072,FALSE,TRUE,FALSE,TRUE,FALSE,60,100,38.2299101979529,0,90,100,35.540799135377256,39.35141302453153,43.840935620419096,1.0165567926608843,1.107336885691516,1.1017491579436016,0.0011518071437403503,0.2151822692761941,0.22644414410987848,2,10,100,110
Chromosome,xy04_107_15.158-17.133,FALSE,FALSE,FALSE,TRUE,FALSE,60,100,38.2299101979529,50,NA,70,36.85229909028019,NA,21.720377357413284,1.0556545005979037,NA,1.0991601227994068,-0.0033924935928669655,NA,0.20006012002327087,1,10,20,80
